Modulo,Domanda,Opzione,Risposta Corretta
M3 - UD1,L’Incidente Informatico,"Può essere considerato qualsiasi evento che si verifichi nell’ambito di un determinato asset informatico, comunque rilevato, la cui rilevanza è considerata significativa ai fini delle attività di gestione, controllo della sicurezza e contenimento dei rischi ad essa correlati",FALSO
M3 - UD1,L’Incidente Informatico,"Può essere, ad esempio, l’accesso (logico) non autorizzato agli asset IT",VERO
M3 - UD1,L’Incidente Informatico,"Può essere, ad esempio, la diffusione non autorizzata di informazioni riservate provenienti dagli asset IT",VERO
M3 - UD1,L’Incidente Informatico,"Può essere, ad esempio, il tentativo di accesso (logico) ai server centrali",FALSO
M3 - UD1,L’Incidente Informatico,"Può essere ad esempio, la constatazione di illeciti o azioni criminose apportate con l’ausilio delle risorse IT",VERO
M3 - UD1,La certificazione aziendale ad uno standard ISO,È la dichiarazione di un ente indipendente o accreditato che il prodotto fornito o le politiche messe in atto dall'azienda sono conformi ad una certa normativa o standard di riferimento,VERO
M3 - UD1,La certificazione aziendale ad uno standard ISO,È la dichiarazione di un ente indipendente o accreditato che si formalizza attraverso l’emissione di un certificato con validità illimitata,FALSO
M3 - UD1,La certificazione aziendale ad uno standard ISO,È la dichiarazione di un ente terzo che il prodotto fornito o le politiche messe in atto dall'azienda sono conformi ad una certa normativa o standard di riferimento,VERO
M3 - UD1,La certificazione aziendale ad uno standard ISO,"Se di sistema, permette di stabilire un meccanismo continuo di verifica della conformità ad uno standard ed il miglioramento continuo di un sistema di gestione",VERO
M3 - UD1,La certificazione aziendale ad uno standard ISO,"Se di sistema, permette di stabilire un meccanismo di verifica puntuale della conformità ad uno standard ma senza la verifica periodica del sistema di gestione",FALSO
M3 - UD1,La certificazione aziendale ad uno standard ISO,"Può essere uno strumento per rispondere alle richieste sempre più pressanti del mercato per differenziarsi dai competitors ed entrare in nuovi mercati, mai esplorati prima",VERO
M3 - UD1,La Standardizzazione,Si può definire come un’attività che dà origine a soluzioni codificate e ripetibili a problemi in varie discipline,VERO
M3 - UD1,La Standardizzazione,Di solito non è orientata ad un ritorno economico e di immagine,FALSO
M3 - UD1,La Standardizzazione,"L’attività, in generale, costituisce il processo di definizione (determinazione, formulazione e rilascio) e di implementazione degli standard",VERO
M3 - UD1,La Standardizzazione,"Può essere il risultato di un’attività di razionalizzazione e può riguardare tutte le attività aziendali, a partire da quelle più critiche",VERO
M3 - UD1,La Standardizzazione,"Può essere applicata, con notevoli vantaggi, nell’area della sostenibilità ambientale",VERO
M3 - UD1,La Standardizzazione,"Di solito, per problematiche di complessità e costi, tendenzialmente non si applica nell’ambito della qualità",FALSO
M3 - UD1,Le Procedure Operative Standard (SOP),"Definiscono i compiti e i ruoli necessari per ottenere un risultato, nel tentativo di eliminare la dipendenza dalle singole professionalità in grado di completare specifiche attività",VERO
M3 - UD1,Le Procedure Operative Standard (SOP),"Sono un insieme di documenti che offrono istruzioni esatte su come i dipendenti, i membri di un team o altri utenti in un’organizzazione o azienda devono completare un processo specifico",VERO
M3 - UD1,Le Procedure Operative Standard (SOP),Permettono la soddisfazione dei requisiti di progetto per la definizione dei nuovi investimenti,FALSO
M3 - UD1,Le Procedure Operative Standard (SOP),Permettono la definizione delle buone pratiche (good practice) applicabili a una serie di azioni esplicite e dettagliate,VERO
M3 - UD1,Le Procedure Operative Standard (SOP),Permettono la definizione degli obiettivi strategici attraverso l’analisi dell’operatività,FALSO
M3 - UD1,Le Procedure Operative Standard (SOP),Permettono l’assegnazione dei ruoli responsabili dell’esecuzione di ogni passaggio (ad esempio) di una lavorazione,VERO
M3 - UD1,Lo Standard Internazionale,ISO 45001 è relativo alla sicurezza del lavoro,VERO
M3 - UD1,Lo Standard Internazionale,ISO 31000 è relativo alla gestione del rischio,VERO
M3 - UD1,Lo Standard Internazionale,ISO 14001 è relativo all’ambiente ovvero sui sistemi di gestione ambientale,VERO
M3 - UD1,Lo Standard Internazionale,ISO 26000 è relativo alla qualità,FALSO
M3 - UD1,Lo Standard Internazionale,ISO 9001 è relativo alla qualità,VERO
M3 - UD1,Lo Standard Internazionale,ISA/IEC 62443 è relativo alla sicurezza delle informazioni,FALSO
M3 - UD1,Nella Business Transaction rappresentata utilizzando il modello WIDE qui sotto:,Una volta entrati per il punto A i task Cancellazione Albergo e Cancellazione Volo vengono eseguiti contemporaneamente,VERO
M3 - UD1,Nella Business Transaction rappresentata utilizzando il modello WIDE qui sotto:,Una volta Entrati per il punto A i task Cancellazione Albergo e Cancellazione Volo vengono eseguiti uno successivo all’altro (terminato Cancellazione Albergo viene eseguito Cancellazione Volo),FALSO
M3 - UD1,Nella Business Transaction rappresentata utilizzando il modello WIDE qui sotto:,Si giunge al punto B solo dopo che entrambi i task Cancellazione Albergo e Cancellazione Volo sono stati eseguiti completamente,VERO
M3 - UD1,Nella Business Transaction rappresentata utilizzando il modello WIDE qui sotto:,Si giunge al punto B solo se i task Cancellazione Albergo e Cancellazione Volo si concludono contemporaneamente,FALSO
M3 - UD1,Nella Business Transaction rappresentata utilizzando il modello WIDE qui sotto:,Il punto B può anche non essere mai raggiunto,FALSO
M3 - UD1,Nella Business Transaction rappresentata utilizzando il modello WIDE qui sotto:,Si giunge al punto B solo dopo che almeno uno tra i task Cancellazione Albergo e Cancellazione Volo è stato eseguito completamente,FALSO
M3 - UD1,Perché è necessario modellizzare i processi aziendali?,Per fornire una descrizione di una sequenza di attività comprensibile ad un osservatore esterno al processo,VERO
M3 - UD1,Perché è necessario modellizzare i processi aziendali?,Perché la legislazione lo richiede obbligatoriamente,FALSO
M3 - UD1,Perché è necessario modellizzare i processi aziendali?,Per usare un modello grafico standardizzato con l’obiettivo di presentare un documento in un formato facilmente comprensibile ad organizzazioni differenti,VERO
M3 - UD1,Perché è necessario modellizzare i processi aziendali?,Per descrivere cosa attualmente succede durante un processo,VERO
M3 - UD1,Perché è necessario modellizzare i processi aziendali?,Per descrivere anche cosa si desidererebbe far succedere durante un processo in futuro,VERO
M3 - UD1,Perché è necessario modellizzare i processi aziendali?,Per creare la base e i presupposti all’analisi per l’innovazione di processo,VERO
M3 - UD1,Perché le SOP (Standard Operating Procedure) sono importanti?,Aiutano l’organizzazione a soddisfare gli standard di conformità,VERO
M3 - UD1,Perché le SOP (Standard Operating Procedure) sono importanti?,Supportano ma non garantiscono che le attività aziendali non abbiano impatti ambientali negativi,FALSO
M3 - UD1,Perché le SOP (Standard Operating Procedure) sono importanti?,Semplificano e massimizzano la produzione/output,VERO
M3 - UD1,Perché le SOP (Standard Operating Procedure) sono importanti?,Stabiliscono degli standard di sicurezza (fisica e logica),VERO
M3 - UD1,Perché le SOP (Standard Operating Procedure) sono importanti?,Supportano la formazione e la crescita professionale del personale,VERO
M3 - UD1,Perché le SOP (Standard Operating Procedure) sono importanti?,Garantiscono sempre risultati coerenti,FALSO
M3 - UD1,Quali dei seguenti processi sono Processi Primari (processi che hanno risvolti verso l’esterno),Vendite e Marketing,VERO
M3 - UD1,Quali dei seguenti processi sono Processi Primari (processi che hanno risvolti verso l’esterno),Organizzazione delle risorse umane,FALSO
M3 - UD1,Quali dei seguenti processi sono Processi Primari (processi che hanno risvolti verso l’esterno),"Qualità, miglioramento dei processi e gestione dei cambiamenti",VERO
M3 - UD1,Quali dei seguenti processi sono Processi Primari (processi che hanno risvolti verso l’esterno),"Attività infrastrutturali (tutte le funzioni, generalmente classificate come “costi fissi”)",FALSO
M3 - UD1,Quali dei seguenti processi sono Processi Primari (processi che hanno risvolti verso l’esterno),Supply Chain,VERO
M3 - UD1,Quali dei seguenti processi sono Processi Primari (processi che hanno risvolti verso l’esterno),Gestione infrastruttura tecnologica,VERO
M3 - UD1,Quali dei seguenti sono i principali processi di Cyber Security (indicare Vero),Monitoraggio degli Incidenti Informatici,VERO
M3 - UD1,Quali dei seguenti sono i principali processi di Cyber Security (indicare Vero),Gestione delle performance di rete,FALSO
M3 - UD1,Quali dei seguenti sono i principali processi di Cyber Security (indicare Vero),Gestione degli incidenti informatici,VERO
M3 - UD1,Quali dei seguenti sono i principali processi di Cyber Security (indicare Vero),Gestione delle vulnerabilità,VERO
M3 - UD1,Quali dei seguenti sono i principali processi di Cyber Security (indicare Vero),Gestione delle obsolescenze,VERO
M3 - UD1,Quali dei seguenti sono i principali processi di Cyber Security (indicare Vero),Gestione delle risorse,FALSO
M3 - UD1,Quali dei seguenti sono Processi di Cyber Security,Il monitoraggio degli Incidenti Informatici,VERO
M3 - UD1,Quali dei seguenti sono Processi di Cyber Security,La gestione degli incidenti informatici,VERO
M3 - UD1,Quali dei seguenti sono Processi di Cyber Security,La gestione delle patch di sistema,FALSO
M3 - UD1,Quali dei seguenti sono Processi di Cyber Security,la gestione delle vulnerabilità,VERO
M3 - UD1,Quali dei seguenti sono Processi di Cyber Security,La gestione delle obsolescenze,VERO
M3 - UD1,Quali dei seguenti sono Processi di Cyber Security,La disponibilità delle risorse,FALSO
M3 - UD1,Quali delle seguenti fasi possono costituire l’Incident Response Plan (Piano di risposta agli incidenti):,Una fase di rilevamento dell’incidente (Detect),VERO
M3 - UD1,Quali delle seguenti fasi possono costituire l’Incident Response Plan (Piano di risposta agli incidenti):,La Riproduzione dell’incidente rilevato (Response),FALSO
M3 - UD1,Quali delle seguenti fasi possono costituire l’Incident Response Plan (Piano di risposta agli incidenti):,La Mitigazione degli effetti dell’incidente (Mitigation),VERO
M3 - UD1,Quali delle seguenti fasi possono costituire l’Incident Response Plan (Piano di risposta agli incidenti):,La Registrazione dell’evento (Reporting),VERO
M3 - UD1,Quali delle seguenti fasi possono costituire l’Incident Response Plan (Piano di risposta agli incidenti):,Il ripristino del sistema colpito (Recovery),VERO
M3 - UD1,Quali delle seguenti fasi possono costituire l’Incident Response Plan (Piano di risposta agli incidenti):,L’investigazione relativamente al problema che ha portato all’incidente (Remediation),FALSO
M3 - UD1,Quali sono le fasi del processo di monitoraggio e gestione degli incidenti informatici?,"Una fase di Preparazione Iniziale e poi un ciclo composto da due fasi consecutive, Contenimento-Eradicazione-Ripristino e Rilevamento-Analisi ed in ultimo una fase di Analisi Post-Incidente",FALSO
M3 - UD1,Quali sono le fasi del processo di monitoraggio e gestione degli incidenti informatici?,Una fase di Preparazione Iniziale e poi una fase ciclica composta da due parti: Rilevamento-Analisi e Contenimento-Eradicazione-Ripristino ed in ultimo una fase di Analisi Post-Incidente,VERO
M3 - UD1,Quali sono le fasi del processo di monitoraggio e gestione degli incidenti informatici?,"Un ciclo composto da due fasi, Rilevamento-Analisi e Contenimento-Eradicazione-ripristino e una fase di Analisi Post-Incidente",FALSO
M3 - UD1,Quali sono le fasi del processo di monitoraggio e gestione degli incidenti informatici?,"Una fase di Preparazione Iniziale, una fase di Rilevamento-Analisi, una fase di Contenimento-Eradicazione-Ripristino ed in ultimo una fase di Analisi Post-Incidente",FALSO
M3 - UD1,Quali sono le fasi del processo di monitoraggio e gestione degli incidenti informatici?,"Una fase prima dell’incidente, una fase durante l’incidente e una fase dopo l’incidente",VERO
M3 - UD1,Quali sono le fasi del processo di monitoraggio e gestione degli incidenti informatici?,Una fase di Rilevamento dell’Incidente e di Verifica dei danni dopo l’incidente,FALSO
M3 - UD1,Quali sono le possibili cause di un Incidente Informatico,Vulnerabilità informatiche,VERO
M3 - UD1,Quali sono le possibili cause di un Incidente Informatico,Massivo utilizzo di tecnologie cloud,FALSO
M3 - UD1,Quali sono le possibili cause di un Incidente Informatico,Debolezze umane,VERO
M3 - UD1,Quali sono le possibili cause di un Incidente Informatico,Obsolescenza,VERO
M3 - UD1,Quali sono le possibili cause di un Incidente Informatico,Mancanza degli aggiornamenti di sicurezza,VERO
M3 - UD1,Quali sono le possibili cause di un Incidente Informatico,Utilizzo di software di terze parti,FALSO
M3 - UD1,Quali sono le principali tipologie di Modellizzazione dei Processi,Basate sui dati,VERO
M3 - UD1,Quali sono le principali tipologie di Modellizzazione dei Processi,Basate sulle attività,VERO
M3 - UD1,Quali sono le principali tipologie di Modellizzazione dei Processi,Basata sulle informazioni,FALSO
M3 - UD1,Quali sono le principali tipologie di Modellizzazione dei Processi,Basata sulle transizioni,FALSO
M3 - UD1,Quali sono le principali tipologie di Modellizzazione dei Processi,Basata sui messaggi,FALSO
M3 - UD1,Quali sono le principali tipologie di Modellizzazione dei Processi,Basata sulla comunicazione,VERO
M3 - UD2,Aree di Controllo secondo ISO 27001 2013,"Acquisizione, sviluppo e manutenzione degli apparati di sicurezza.",FALSO
M3 - UD2,Aree di Controllo secondo ISO 27001 2013,Gestione degli Asset aziendali.,VERO
M3 - UD2,Aree di Controllo secondo ISO 27001 2013,Sicurezza delle attività operative.,VERO
M3 - UD2,Aree di Controllo secondo ISO 27001 2013,Gestione dei sistemi informativi.,FALSO
M3 - UD2,Aree di Controllo secondo ISO 27001 2013,Aspetti di sicurezza per la gestione della Business Continuity.,VERO
M3 - UD2,Aree di Controllo secondo ISO 27001 2013,Gestione degli incidenti relativi alla sicurezza delle informazioni.,VERO
M3 - UD2,Ciascun elemento di un SCMS secondo l’ISA/IEC 62443 ha,Un Obiettivo per Identificare chiaramente gli obiettivi dei requisiti dell’elemento.,VERO
M3 - UD2,Ciascun elemento di un SCMS secondo l’ISA/IEC 62443 ha,Un Fondamento Logico che fornisce una guida per chiarire la logica dei requisiti dell’elemento.,VERO
M3 - UD2,Ciascun elemento di un SCMS secondo l’ISA/IEC 62443 ha,Una Descrizione estesa dell’elemento e dei requisiti che sono contenuti.,VERO
M3 - UD2,Ciascun elemento di un SCMS secondo l’ISA/IEC 62443 ha,Un link a documenti associati.,FALSO
M3 - UD2,Ciascun elemento di un SCMS secondo l’ISA/IEC 62443 ha,Associato una lista di requisiti.,VERO
M3 - UD2,Ciascun elemento di un SCMS secondo l’ISA/IEC 62443 ha,Associato un solo requisito specifico.,FALSO
M3 - UD2,Come si può migliorare il livello di sicurezza di un Conduit secondo ISO/IEC 62443,Migliorando l'Access Control: restringendo l'accesso al Conduit in base al ruolo dell'utente e i suoi relativi privilegi,VERO
M3 - UD2,Come si può migliorare il livello di sicurezza di un Conduit secondo ISO/IEC 62443,Introducendo la criptazione dei messaggi,VERO
M3 - UD2,Come si può migliorare il livello di sicurezza di un Conduit secondo ISO/IEC 62443,Introducendo un sistema IDS/IPS (Intrusion Detection and Prevention System),VERO
M3 - UD2,Come si può migliorare il livello di sicurezza di un Conduit secondo ISO/IEC 62443,Tracciando e monitorando costantemente la comunicazione nel Conduit,VERO
M3 - UD2,Come si può migliorare il livello di sicurezza di un Conduit secondo ISO/IEC 62443,Facendo attraversare al Conduit più di una Zona,FALSO
M3 - UD2,Come si può migliorare il livello di sicurezza di un Conduit secondo ISO/IEC 62443,Riducendo il numero di regole del Firewall,FALSO
M3 - UD2,Come sono organizzati i Controlli ISO/IEC 27001:2022?,Raggruppati in 14 aree di controllo,FALSO
M3 - UD2,Come sono organizzati i Controlli ISO/IEC 27001:2022?,Raggruppati in 4 gruppi di Controlli,VERO
M3 - UD2,Come sono organizzati i Controlli ISO/IEC 27001:2022?,"Raggruppati in gruppi di Controllo di tipo: Organizzativo, per le Persone, Fisici e Tecnologici",VERO
M3 - UD2,Come sono organizzati i Controlli ISO/IEC 27001:2022?,Raggruppati in gruppi di Controllo associati a 5 attributi per una migliore gestione da punti diversi di osservazione,VERO
M3 - UD2,Come sono organizzati i Controlli ISO/IEC 27001:2022?,Raggruppati solo per Attributi,FALSO
M3 - UD2,Come sono organizzati i Controlli ISO/IEC 27001:2022?,Non sono stati più raggruppati ma sono un elenco unico,FALSO
M3 - UD2,Gli Attributi associati ai Gruppi di Controlli nella revisione ISO 27001 del 2022,"Possono essere utilizzati per filtrare, ordinare e presentare i controlli",VERO
M3 - UD2,Gli Attributi associati ai Gruppi di Controlli nella revisione ISO 27001 del 2022,"Permettono di etichettare i controlli in base al tipo di controllo (Preventivo, Investigativo e Correttivo)",VERO
M3 - UD2,Gli Attributi associati ai Gruppi di Controlli nella revisione ISO 27001 del 2022,"Permettono di etichettare i controlli in base alle Information Security Properties (Riservatezza, Integrità e Disponibilità)",VERO
M3 - UD2,Gli Attributi associati ai Gruppi di Controlli nella revisione ISO 27001 del 2022,Permettono di etichettare i controlli in base alla Criticità (da 1 a 100),FALSO
M3 - UD2,Gli Attributi associati ai Gruppi di Controlli nella revisione ISO 27001 del 2022,"Permettono di etichettare i controlli in base ai Domini di Sicurezza (Governance & Ecosystem, Protection, Defence, Resilience)",VERO
M3 - UD2,Gli Attributi associati ai Gruppi di Controlli nella revisione ISO 27001 del 2022,Permettono di etichettare i controlli in base ai Concetti NIST CSF (Identify…),VERO
M3 - UD2,Gli Elementi di un CSMS (Cybersecurity Management System) secondo IEC 62443 sono:,Sono insiemi di requisiti di Cybersicurezza che possono essere raggruppati in macro categorie e in gruppi,VERO
M3 - UD2,Gli Elementi di un CSMS (Cybersecurity Management System) secondo IEC 62443 sono:,Sono insiemi di requisiti di Cybersicurezza raggruppati solamente in macro categorie,FALSO
M3 - UD2,Gli Elementi di un CSMS (Cybersecurity Management System) secondo IEC 62443 sono:,"Vengono esplicitati mediante gli obiettivi, la descrizione e il fondamento logico",VERO
M3 - UD2,Gli Elementi di un CSMS (Cybersecurity Management System) secondo IEC 62443 sono:,Riguardano solamente gli aspetti tecnologici,FALSO
M3 - UD2,Gli Elementi di un CSMS (Cybersecurity Management System) secondo IEC 62443 sono:,Rappresentano una soluzione unica e universale non personalizzabile,FALSO
M3 - UD2,Gli Elementi di un CSMS (Cybersecurity Management System) secondo IEC 62443 sono:,In Annex A di ISA 62443-2-1 è contenuta una linea guida di come si possono utilizzare.,VERO
M3 - UD2,Gli IACS secondo l’IEC 62443?,Sono gli Industrial Automation and Control Systems ovvero i sistemi di controllo e di automazione industriali,VERO
M3 - UD2,Gli IACS secondo l’IEC 62443?,Possono essere gli SCADA (Supervisory Control and Data Acquisition) ovvero i sistemi di supervisione e acquisizione dati,VERO
M3 - UD2,Gli IACS secondo l’IEC 62443?,Possono essere le telecamere del sistema perimetrale di sicurezza,FALSO
M3 - UD2,Gli IACS secondo l’IEC 62443?,Possono essere i PLC (Programmable Logic Controller) ovvero i sistemi di controllo a logica programmabile,VERO
M3 - UD2,Gli IACS secondo l’IEC 62443?,Possono essere i DCS (Distributed control system) ovvero i sistemi di Controllo Distribuito di processo,VERO
M3 - UD2,Gli IACS secondo l’IEC 62443?,Possono essere gli strumenti di analisi della produzione presenti nella rete office,FALSO
M3 - UD2,I conduits secondo ISA/IEC 62443,Consentono la comunicazione controllata e sicura tra due zone,VERO
M3 - UD2,I conduits secondo ISA/IEC 62443,Non possono essere usati per fare comunicare più zone fra di loro,FALSO
M3 - UD2,I conduits secondo ISA/IEC 62443,Forniscono funzioni di sicurezza che permettono la coesistenza di zone con diversi livelli di sicurezza,VERO
M3 - UD2,I conduits secondo ISA/IEC 62443,"Consistono nel raggruppamento di cyber asset, dedicati solamente alla comunicazione, e che condividono gli stessi requisiti di cybersecurity",VERO
M3 - UD2,I conduits secondo ISA/IEC 62443,Possono avere sotto-conduits,FALSO
M3 - UD2,I conduits secondo ISA/IEC 62443,Possono essere realizzati con l’ausilio di tecnologie per il controllo del traffico e di anomaly detection,VERO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante A),Raggruppano gli elementi che consentono la comunicazione peer to peer tra due zone.,FALSO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante A),Raggruppano gli elementi che consentono la comunicazione tra due zone.,VERO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante A),Non possono essere usati per fare comunicare due o più zone fra di loro.,FALSO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante A),Forniscono funzioni di sicurezza che consentono una comunicazione sicura e permettono la coesistenza di zone con livelli (o diversi livelli di sicurezza) differenti.,VERO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante A),"Consistono nel raggruppamento di cyber asset dedicati esclusivamente alle comunicazioni, e che condividono gli stessi requisiti di cybersecurity.",VERO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante A),Possono avere sotto-conduits.,FALSO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante B),Raggruppano gli elementi che consentono la comunicazione peer to peer tra due zone.,FALSO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante B),Raggruppano gli elementi che consentono la comunicazione tra due zone.,VERO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante B),Non possono essere usati per fare comunicare due o più zone fra di loro.,FALSO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante B),Forniscono funzioni di sicurezza che consentono una comunicazione sicura e permettono la coesistenza di zone con livelli (o diversi livelli di sicurezza) differenti.,VERO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante B),"Consistono nel raggruppamento di cyber asset dedicati esclusivamente alle comunicazioni, e che condividono gli stessi requisiti di cybersecurity.",VERO
M3 - UD2,I conduits secondo ISA/IEC 62443 (Variante B),Possono attraversare più di una zona.,FALSO
M3 - UD2,I controlli ISO 27001 nella Rev. 2022 sono raccolti nei seguenti gruppi:,Le persone,VERO
M3 - UD2,I controlli ISO 27001 nella Rev. 2022 sono raccolti nei seguenti gruppi:,I fornitori,FALSO
M3 - UD2,I controlli ISO 27001 nella Rev. 2022 sono raccolti nei seguenti gruppi:,Gli oggetti fisici,VERO
