Modulo,Domanda,Opzione,Risposta Corretta
Modulo 1 - Unità didattica 1,Il World Wide Web (WWW),"È costituito da quattro elementi o tecnologie fondamentali: l’URL, l’http e l’html e Flash",FALSO
Modulo 1 - Unità didattica 1,Il World Wide Web (WWW),Originariamente prevedeva la visualizzazione di sole pagine ipertestuali statiche,VERO
Modulo 1 - Unità didattica 1,Il World Wide Web (WWW),Ha avuto un’evoluzione tecnologica che ha permesso la realizzazione di effetti dinamici e interattivi,VERO
Modulo 1 - Unità didattica 1,Il World Wide Web (WWW),Ha dati che vengono trasferiti dal server al browser ma che non possono essere direttamente criptati,FALSO
Modulo 1 - Unità didattica 1,Il World Wide Web (WWW),Coincide perfettamente con Internet,FALSO
Modulo 1 - Unità didattica 1,Il World Wide Web (WWW),Utilizza il protocollo HTTP (Hypertext Transfer Protocol) per trasferire dati tra server e client,VERO
Modulo 1 - Unità didattica 1,Il World Wide Web (WWW),E' di fatto una rete decentralizzata,VERO
Modulo 1 - Unità didattica 1,Il World Wide Web (WWW),Utilizza il linguaggio HTML (Hypertext Markup Language) per comporre pagine web,VERO
Modulo 1 - Unità didattica 1,Il World Wide Web (WWW),Permette di ospitare i siti web solo su server dedicati,FALSO
Modulo 1 - Unità didattica 1,Il World Wide Web (WWW),E' stato inventato da Tim Berners-Lee,VERO
Modulo 1 - Unità didattica 1,Incidenti e attacchi informatici,Sono sostanzialmente la stessa cosa,FALSO
Modulo 1 - Unità didattica 1,Incidenti e attacchi informatici,La classe statistica dei primi (gli incidenti) include i secondi (gli attacchi),VERO
Modulo 1 - Unità didattica 1,Incidenti e attacchi informatici,La classe statistica dei secondi (gli attacchi) include i primi (gli incidenti),FALSO
Modulo 1 - Unità didattica 1,Incidenti e attacchi informatici,Possono provocare perdite economiche ad un’organizzazione,VERO
Modulo 1 - Unità didattica 1,Incidenti e attacchi informatici,Necessitano entrambi di strumenti di protezione aggiornati,VERO
Modulo 1 - Unità didattica 1,Incidenti e attacchi informatici,Sono entrambi commessi da individui o organizzazioni che mirano volontariamente un altro individuo o un’azienda,FALSO
Modulo 1 - Unità didattica 1,L'indirizzamento IPv4,"E' composto da 32 bit, solitamente rappresentati in 4 ottetti in notazione decimale puntata",VERO
Modulo 1 - Unità didattica 1,L'indirizzamento IPv4,Può assumere per ogni ottetto di un indirizzo IPv4 valori compresi tra 0 e 255,VERO
Modulo 1 - Unità didattica 1,L'indirizzamento IPv4,Utilizza subnet mask per distinguere la parte di indirizzo che indica la rete da quella che indica l’host,VERO
Modulo 1 - Unità didattica 1,L'indirizzamento IPv4,Prevede che un'indirizzo possa avere una lunghezza variabile di 64 o 128 bit,FALSO
Modulo 1 - Unità didattica 1,L'indirizzamento IPv4,Gli indirizzi 0.0.0.0 e 255.255.255.255 hanno significati speciali e non identificano un host specifico,VERO
Modulo 1 - Unità didattica 1,L'indirizzamento IPv4,Ogni ottetto di un indirizzo IPv4 può assumere di fatto valori compresi tra 0 e 1024,FALSO
Modulo 1 - Unità didattica 1,L’ Hypertext Transfer Protocol (in acronimo HTTP),Utilizza il comando PEEK che recupera una risorsa dal server (ad es. visitando una pagina),FALSO
Modulo 1 - Unità didattica 1,L’ Hypertext Transfer Protocol (in acronimo HTTP),Utilizza il comando POST che invia una risorsa al server (ad es. compilando un modulo),VERO
Modulo 1 - Unità didattica 1,L’ Hypertext Transfer Protocol (in acronimo HTTP),Utilizza il comando DELETE che cancella una risorsa dal server (ad es. eliminando un file),VERO
Modulo 1 - Unità didattica 1,L’ Hypertext Transfer Protocol (in acronimo HTTP),Utilizza il comando POKE che forza una determinata area di memoria (ad es. caricando un valore in un registro),FALSO
Modulo 1 - Unità didattica 1,L’ Hypertext Transfer Protocol (in acronimo HTTP),Utilizza il comando PUT che memorizza una risorsa sul server (ad es. caricando un file),VERO
Modulo 1 - Unità didattica 1,L’ Hypertext Transfer Protocol (in acronimo HTTP),Utilizza il comando HEAD che recupera solo l'header della risposta senza la risorsa,VERO
Modulo 1 - Unità didattica 1,L’ Uniform Resource Locator (in acronimo URL),Identifica univocamente l’indirizzo di una risorsa su una rete di computer,VERO
Modulo 1 - Unità didattica 1,L’ Uniform Resource Locator (in acronimo URL),Necessita di una “risoluzione” in indirizzo IP per l’instradamento con l’analogo protocollo,VERO
Modulo 1 - Unità didattica 1,L’ Uniform Resource Locator (in acronimo URL),È un indirizzo composto da vari parametri che possono essere opzionali,VERO
Modulo 1 - Unità didattica 1,L’ Uniform Resource Locator (in acronimo URL),Può essere una sequenza alfanumerica o binaria,FALSO
Modulo 1 - Unità didattica 1,L’ Uniform Resource Locator (in acronimo URL),In nessun caso può utilizzare un protocollo criptato,FALSO
Modulo 1 - Unità didattica 1,L’ Uniform Resource Locator (in acronimo URL),"È nato per facilitare la consultazione delle risorse on-line siano esse interi siti web, pagine HTML, foto o video",VERO
Modulo 1 - Unità didattica 1,L’HyperText Transfer Protocol (HTTP),È un linguaggio di testo che consente la comunicazione tra client e server attraverso internet per recuperare tutte le risorse collegate,VERO
Modulo 1 - Unità didattica 1,L’HyperText Transfer Protocol (HTTP),È un linguaggio compilato che consente la comunicazione tra client e server attraverso internet per recuperare tutte le risorse collegate,FALSO
Modulo 1 - Unità didattica 1,L’HyperText Transfer Protocol (HTTP),"Ha come caratteristica peculiare che terminato lo scambio di messaggi la connessione si sgancia, rendendo il protocollo molto flessibile e dinamico",VERO
Modulo 1 - Unità didattica 1,L’HyperText Transfer Protocol (HTTP),"Dispone dei seguenti comandi: Get, Head, Post, Put, Delete",VERO
Modulo 1 - Unità didattica 1,L’HyperText Transfer Protocol (HTTP),È un protocollo di livello 6 dello stack ISO/OSI,FALSO
Modulo 1 - Unità didattica 1,L’HyperText Transfer Protocol (HTTP),Di “default” utilizza la porta 80 per la comunicazione da client a host (server),VERO
Modulo 1 - Unità didattica 1,L’interfaccia USB,Può raggiungere una velocità di trasmissione di 20Gbit/sec,VERO
Modulo 1 - Unità didattica 1,L’interfaccia USB,È utilizzata principalmente come interfaccia punto-punto,VERO
Modulo 1 - Unità didattica 1,L’interfaccia USB,Può gestire al massimo 10 Hub concentratori,FALSO
Modulo 1 - Unità didattica 1,L’interfaccia USB,Ha tra le caratteristiche fondamentali la capacità di alimentare i dispositivi collegati,VERO
Modulo 1 - Unità didattica 1,L’interfaccia USB,Può trasmettere sino ad una distanza non superiore ai 5 metri,VERO
Modulo 1 - Unità didattica 1,L’interfaccia USB,È uno standard che ha raggiunto il limite massimo di potenzialità,FALSO
Modulo 1 - Unità didattica 1,La banda di trasmissione SHF,Identifica una banda di frequenze dove si trovano anche le microonde,VERO
Modulo 1 - Unità didattica 1,La banda di trasmissione SHF,Identifica una banda di frequenza super-lunghe,FALSO
Modulo 1 - Unità didattica 1,La banda di trasmissione SHF,Identifica una banda di frequenze super-alte,VERO
Modulo 1 - Unità didattica 1,La banda di trasmissione SHF,Ha una banda di frequenze che va da 30 a 300MHz (onde metriche),FALSO
Modulo 1 - Unità didattica 1,La banda di trasmissione SHF,Ha una banda di frequenze che va da 3 a 30 Ghz (onde centimetriche),VERO
Modulo 1 - Unità didattica 1,La banda di trasmissione SHF,"È utilizzata dai Radar, dai link a microonde e dalle comunicazioni satellitari",VERO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,E' utilizzata esclusivamente per comunicazioni satellitari,FALSO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,E' ampiamente usata per la radiodiffusione FM (88–108 MHz),VERO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,La banda VHF copre in genere frequenze da 30 MHz a 300 MHz,VERO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,Penetra facilmente sottoterra ed è ideale per le comunicazioni nei tunnel,FALSO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,E' utilizzata anche per comunicazioni marittime e aeronautiche,VERO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,Per le trasmissioni sono necessarie antenne lunghe centinaia di metri,FALSO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,Identifica una banda di onde ultracorte,VERO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,Identifica una banda di onde ultralunghe,FALSO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,Identifica una banda di frequenze molto elevate,VERO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,Ha una banda di frequenze che va da 30 a 300MHz,VERO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,Ha una banda di frequenze che va da 3 a 30 Ghz,FALSO
Modulo 1 - Unità didattica 1,La banda di trasmissione VHF,"È utilizzata dai Radar, dai link a microonde e dalle comunicazioni satellitari",FALSO
Modulo 1 - Unità didattica 1,La comunicazione in Fibra Ottica,Si realizza mediante cavi in Fibra di Vetro o di Silicio,VERO
Modulo 1 - Unità didattica 1,La comunicazione in Fibra Ottica,Si realizza mediante cavi in Materiali Polimerici,FALSO
Modulo 1 - Unità didattica 1,La comunicazione in Fibra Ottica,Permette di raggiungere velocità di propagazione e larghezza di banda molto maggiori rispetto ai cavi tradizionali,VERO
Modulo 1 - Unità didattica 1,La comunicazione in Fibra Ottica,"Visti i costi, di solito, si utilizza per distanze brevi e medie",FALSO
Modulo 1 - Unità didattica 1,La comunicazione in Fibra Ottica,Permette di trasmettere il segnale con frequenze da 300 a 107 GHz,VERO
Modulo 1 - Unità didattica 1,La comunicazione in Fibra Ottica,Può essere Monomodale o Multimodale,VERO
Modulo 1 - Unità didattica 1,La macchina Enigma,Era una dispositivo Elettronico,FALSO
Modulo 1 - Unità didattica 1,La macchina Enigma,Era un dispositivo elettromeccanico,VERO
Modulo 1 - Unità didattica 1,La macchina Enigma,"Si basava su dischi cablati dotati di contatti su entrambi i lati, posizionati in posizione sfalsata",VERO
Modulo 1 - Unità didattica 1,La macchina Enigma,"Un meccanismo faceva ruotare i dischi, in maniera casuale, ad ogni pressione di un tasto",FALSO
Modulo 1 - Unità didattica 1,La macchina Enigma,Il meccanismo di enigma era solo monodirezionale (solo criptazione),FALSO
Modulo 1 - Unità didattica 1,La macchina Enigma,Per complicare ulteriormente la codifica esisteva un pannello che permetteva di scambiare coppie di lettere mediante uno specifico cablaggio,VERO
Modulo 1 - Unità didattica 1,La macchina enigma era?,Un dispositivo elettronico,FALSO
Modulo 1 - Unità didattica 1,La macchina enigma era?,Un dispositivo elettromeccanico,VERO
Modulo 1 - Unità didattica 1,La macchina enigma era?,Un dispositivo a scambiatori interscambiabili,VERO
Modulo 1 - Unità didattica 1,La macchina enigma era?,Un dispositivo di criptazione con oltre 1.5*1020 possibili combinazioni,VERO
Modulo 1 - Unità didattica 1,La macchina enigma era?,Un dispositivo di criptazione con oltre 1.5*1010 possibili combinazioni,FALSO
Modulo 1 - Unità didattica 1,La macchina enigma era?,Un dispositivo di criptazione e di decriptazione,VERO
Modulo 1 - Unità didattica 1,La modulazione telefonica consente:,Di adattare il segnale elettrico da trasmettere al canale,VERO
Modulo 1 - Unità didattica 1,La modulazione telefonica consente:,Di adattare la frequenza del segnale da trasmettere con la banda del canale,VERO
Modulo 1 - Unità didattica 1,La modulazione telefonica consente:,Di adattare la banda del canale con la frequenza del segnale da trasmettere,FALSO
Modulo 1 - Unità didattica 1,La modulazione telefonica consente:,Di trasmettere segnali multipli su un unico canale trasmissivo,VERO
Modulo 1 - Unità didattica 1,La modulazione telefonica consente:,Di trasmettere segnali su più canali contemporaneamente,FALSO
Modulo 1 - Unità didattica 1,La modulazione telefonica consente:,Di permettere ad un’onda elettromagnetica di un segnale di arrivare integra alla destinazione,VERO
Modulo 1 - Unità didattica 1,La PAM (Pulse Amplitude Modulation) è:,Una modulazione analogica,FALSO
Modulo 1 - Unità didattica 1,La PAM (Pulse Amplitude Modulation) è:,Una modulazione digitale,VERO
Modulo 1 - Unità didattica 1,La PAM (Pulse Amplitude Modulation) è:,Una modulazione digitale a traslazione di ampiezza,VERO
Modulo 1 - Unità didattica 1,La PAM (Pulse Amplitude Modulation) è:,Una modulazione di ampiezza,FALSO
Modulo 1 - Unità didattica 1,La PAM (Pulse Amplitude Modulation) è:,Una modulazione a traslazione di frequenza,FALSO
Modulo 1 - Unità didattica 1,La PAM (Pulse Amplitude Modulation) è:,Una modulazione digitale con banda a doppio lato,FALSO
Modulo 1 - Unità didattica 1,La quantità di informazioni che è possibile trasmettere nell’unità di tempo in un canale,È inversamente proporzionale alla larghezza di banda del canale,FALSO
Modulo 1 - Unità didattica 1,La quantità di informazioni che è possibile trasmettere nell’unità di tempo in un canale,È proporzionale alla larghezza di banda del canale,VERO
Modulo 1 - Unità didattica 1,La quantità di informazioni che è possibile trasmettere nell’unità di tempo in un canale,È maggiore al crescere dell'ampiezza dello spettro delle frequenze che possono passare per quel canale,VERO
Modulo 1 - Unità didattica 1,La quantità di informazioni che è possibile trasmettere nell’unità di tempo in un canale,Dipende dalla tipologia del canale,VERO
Modulo 1 - Unità didattica 1,La quantità di informazioni che è possibile trasmettere nell’unità di tempo in un canale,È indipendente dalla tipologia del canale,FALSO
Modulo 1 - Unità didattica 1,La quantità di informazioni che è possibile trasmettere nell’unità di tempo in un canale,Dipende solo dalla velocità del trasmettitore e non dalla larghezza di banda del canale,FALSO
Modulo 1 - Unità didattica 1,"La sequenza di caratteri (dentro le virgolette): ""https://www.sitoesempio.it/indirizzo/?ref=NOME""",Rappresenta un testo nel linguaggio http,FALSO
Modulo 1 - Unità didattica 1,"La sequenza di caratteri (dentro le virgolette): ""https://www.sitoesempio.it/indirizzo/?ref=NOME""",Rappresenta un indirizzo URL (Uniform Resource Locator),VERO
Modulo 1 - Unità didattica 1,"La sequenza di caratteri (dentro le virgolette): ""https://www.sitoesempio.it/indirizzo/?ref=NOME""",Identifica univocamente l’indirizzo della risorsa “sitoesempio”,VERO
Modulo 1 - Unità didattica 1,"La sequenza di caratteri (dentro le virgolette): ""https://www.sitoesempio.it/indirizzo/?ref=NOME""",Ha come percorso “indirizzo”,VERO
Modulo 1 - Unità didattica 1,"La sequenza di caratteri (dentro le virgolette): ""https://www.sitoesempio.it/indirizzo/?ref=NOME""",Ha come stringa di query “ref=NOME”,VERO
Modulo 1 - Unità didattica 1,"La sequenza di caratteri (dentro le virgolette): ""https://www.sitoesempio.it/indirizzo/?ref=NOME""",Esprime “in chiaro” l’indirizzo IP,FALSO
Modulo 1 - Unità didattica 1,La trasmissione telefonica su rete cablata,È tecnicamente più complessa rispetto alla trasmissione telegrafica perché deve trasmettere la voce umana,VERO
Modulo 1 - Unità didattica 1,La trasmissione telefonica su rete cablata,Necessita della modulazione (trasformazione) del segnale da trasmettere,VERO
Modulo 1 - Unità didattica 1,La trasmissione telefonica su rete cablata,Attraverso la modulazione in frequenza si adatta alla banda di frequenze che possono essere trasmesse sul canale,VERO
Modulo 1 - Unità didattica 1,La trasmissione telefonica su rete cablata,Dall’inizio ha permesso il collegamento di tutti gli utenti in rete senza l’intervento umano,FALSO
Modulo 1 - Unità didattica 1,La trasmissione telefonica su rete cablata,Ha utilizzato dall’inizio un sistema di commutazione automatica che permetteva di collegare gli utenti componendo un numero su un selettore a disco,FALSO
Modulo 1 - Unità didattica 1,La trasmissione telefonica su rete cablata,Ha utilizzato dapprima la commutazione automatica solamente per le chiamate locali,VERO
Modulo 1 - Unità didattica 1,Le reti telefoniche cellulari:,Sono di fatto reti di comunicazione wireless,VERO
Modulo 1 - Unità didattica 1,Le reti telefoniche cellulari:,Derivano il proprio nome dalla cella (o cubicolo) dove sono installati gli apparati elettronici,FALSO
Modulo 1 - Unità didattica 1,Le reti telefoniche cellulari:,"Derivano il proprio nome dalle celle, porzioni di territorio con stazioni radio fisse, a cui si collegano gli apparati mobili",VERO
Modulo 1 - Unità didattica 1,Le reti telefoniche cellulari:,Utilizzano canali di trasmissione con frequenze differenti tra celle adiacenti,VERO
Modulo 1 - Unità didattica 1,Le reti telefoniche cellulari:,A causa del grosso frazionamento sul territorio hanno bisogno di un’elevata potenza di trasmissione,FALSO
Modulo 1 - Unità didattica 1,Le reti telefoniche cellulari:,Scambiano continuamente segnali con gli apparati mobili per migliorare la qualità di trasmissione,VERO
Modulo 1 - Unità didattica 1,Le vulnerabilità informatiche,"Sono malfunzionamenti, configurazioni sbagliate o semplicemente errori (bugs) presenti in un sistema che lo espongono a dei rischi",VERO
Modulo 1 - Unità didattica 1,Le vulnerabilità informatiche,Rendono un sistema vulnerabile ed esposto a potenziali minacce,VERO
Modulo 1 - Unità didattica 1,Le vulnerabilità informatiche,Sono esclusivamente relative al codice software o firmware embedded in una determinata motherboard,FALSO
Modulo 1 - Unità didattica 1,Le vulnerabilità informatiche,"Possono presentarsi all’interno del codice stesso, in una configurazione o addirittura nel processo di installazione",VERO
Modulo 1 - Unità didattica 1,Le vulnerabilità informatiche,"Sono raggruppabili tre macro-categorie: software, protocolli e hardware",VERO
Modulo 1 - Unità didattica 1,Le vulnerabilità informatiche,"Sono raggruppabili tre macro-categorie: software, protocolli e firmware",FALSO
Modulo 1 - Unità didattica 1,Le vulnerabilità nell'hardware,Come i difetti nei progetti dei chip possono causare problemi di sicurezza anche con il sistema operativo aggiornato,VERO
Modulo 1 - Unità didattica 1,Le vulnerabilità nell'hardware,Sono molto rare e quasi sempre innocue,FALSO
Modulo 1 - Unità didattica 1,Le vulnerabilità nell'hardware,"Sono molto pericolose perché, a differenza del software, non sempre si possono riparare con un semplice aggiornamento",VERO
Modulo 1 - Unità didattica 1,Le vulnerabilità nell'hardware,Possono essere solo relative alla difettosità dei chip in quanto il firmware (il software di base del chip) è immune ai malware,FALSO
Modulo 1 - Unità didattica 1,Le vulnerabilità nell'hardware,Possono essere solo relative al firmware dei chip,FALSO
Modulo 1 - Unità didattica 1,Le vulnerabilità nell'hardware,Possono causare la fuga di dati,VERO
Modulo 1 - Unità didattica 1,Nel Packet Switching (la tecnica di commutazione):,Il messaggio viene diviso in parti più piccole (packets) che vengono gestite singolarmente,VERO
Modulo 1 - Unità didattica 1,Nel Packet Switching (la tecnica di commutazione):,I messaggi vengono raggruppati in pacchetti (packets) che vengono trasmessi insieme,FALSO
Modulo 1 - Unità didattica 1,Nel Packet Switching (la tecnica di commutazione):,"Ai pacchetti (packets) viene assegnato nell’intestazione Indirizzo Sorgente, la Destinazione ed altri dati",VERO
Modulo 1 - Unità didattica 1,Nel Packet Switching (la tecnica di commutazione):,"I pacchetti viaggiano attraverso la rete, prendendo il percorso più breve possibile (routing)",VERO
